"event","top_inning","batter_name","date"
"Strikeout","N","Jason Castro","2012-06-25"
"Single","N","J.D. Martinez","2012-06-25"
"Hit By Pitch","N","Jordan Schafer","2012-06-25"
"Groundout","N","Wandy Rodriguez","2012-06-25"
"Single","Y","Nick Hundley","2012-06-25"
"Strikeout","Y","Ross Ohlendorf","2012-06-25"
"Flyout","Y","Chris Denorfia","2012-06-25"
"Runner Out","Y","Cameron Maybin","2012-06-25"
"Double","N","Brian Bixler","2012-06-25"
"Flyout","N","Jed Lowrie","2012-06-25"
"Flyout","N","Carlos Lee","2012-06-25"
"Walk","N","Brian Bogusevic","2012-06-25"
"Single","N","Chris Johnson","2012-06-25"
"Walk","N","Jason Castro","2012-06-25"
"Walk","N","J.D. Martinez","2012-06-25"
"Walk","N","J.D. Martinez","2012-06-25"
"Strikeout","N","Jordan Schafer","2012-06-25"
"Strikeout","N","Jordan Schafer","2012-06-25"
"Groundout","Y","Cameron Maybin","2012-06-25"
"Groundout","Y","Chase Headley","2012-06-25"
"Flyout","Y","Carlos Quentin","2012-06-25"
"Flyout","N","Wandy Rodriguez","2012-06-25"
"Flyout","N","Wandy Rodriguez","2012-06-25"
"Walk","N","Brian Bixler","2012-06-25"
"Walk","N","Brian Bixler","2012-06-25"
"Double","N","Jed Lowrie","2012-06-25"
"Double","N","Jed Lowrie","2012-06-25"
"Strikeout","N","Carlos Lee","2012-06-25"
"Strikeout","N","Carlos Lee","2012-06-25"
"Groundout","N","Brian Bogusevic","2012-06-25"
"Groundout","N","Brian Bogusevic","2012-06-25"
"Groundout","Y","Jesus Guzman","2012-06-25"
"Flyout","Y","Logan Forsythe","2012-06-25"
"Strikeout","Y","Everth Cabrera","2012-06-25"
"Single","N","Chris Johnson","2012-06-25"
"Single","N","Chris Johnson","2012-06-25"
"Walk","N","Jason Castro","2012-06-25"
"Walk","N","Jason Castro","2012-06-25"
"Grounded Into DP","N","J.D. Martinez","2012-06-25"
"Intent Walk","N","Jordan Schafer","2012-06-25"
"Groundout","N","Wandy Rodriguez","2012-06-25"
"Strikeout","Y","Nick Hundley","2012-06-25"
"Strikeout","Y","Andrew Parrino","2012-06-25"
"Strikeout","Y","Andy Parrino","2012-06-25"
"Groundout","Y","Chris Denorfia","2012-06-25"
"Strikeout","N","Brian Bixler","2012-06-25"
"Pop Out","N","Jed Lowrie","2012-06-25"
"Flyout","N","Carlos Lee","2012-06-25"
"Walk","Y","Cameron Maybin","2012-06-25"
"Strikeout","Y","Chase Headley","2012-06-25"
"Pop Out","Y","Carlos Quentin","2012-06-25"
"Home Run","Y","Jesus Guzman","2012-06-25"
"Strikeout","Y","Logan Forsythe","2012-06-25"
"Strikeout","N","Brian Bogusevic","2012-06-25"
"Strikeout","N","Chris Johnson","2012-06-25"
"Home Run","N","Jason Castro","2012-06-25"
"Pop Out","N","J.D. Martinez","2012-06-25"
"Groundout","Y","Alexi Amarista","2012-06-25"
"Strikeout","Y","Nick Hundley","2012-06-25"
"Single","Y","Mark Kotsay","2012-06-25"
"Groundout","Y","Will Venable","2012-06-25"
"Groundout","N","Jordan Schafer","2012-06-25"
"Strikeout","N","Justin Maxwell","2012-06-25"
"Flyout","N","Brian Bixler","2012-06-25"
"Groundout","Y","Cameron Maybin","2012-06-25"
"Walk","Y","Chase Headley","2012-06-25"
"Double","Y","Carlos Quentin","2012-06-25"
"Strikeout","Y","Jesus Guzman","2012-06-25"
"Flyout","Y","Logan Forsythe","2012-06-25"
"Strikeout","N","Jed Lowrie","2012-06-25"
"Groundout","N","Carlos Lee","2012-06-25"
"Walk","N","Brian Bogusevic","2012-06-25"
"Pop Out","N","Chris Johnson","2012-06-25"
"Flyout","Y","Rafael Furcal","2012-06-25"
"Bunt Groundout","Y","Jonathan Jay","2012-06-25"
"Bunt Groundout","Y","Jon Jay","2012-06-25"
"Single","Y","Matt Holliday","2012-06-25"
"Single","Y","Carlos Beltran","2012-06-25"
"Strikeout","Y","Allen Craig","2012-06-25"
"Groundout","N","Jose Reyes","2012-06-25"
"Flyout","N","Hanley Ramirez","2012-06-25"
"Flyout","N","Michael Stanton","2012-06-25"
"Flyout","N","Mike Stanton","2012-06-25"
"Flyout","N","Giancarlo Stanton","2012-06-25"
"Groundout","Y","Yadier Molina","2012-06-25"
"Strikeout","Y","David Freese","2012-06-25"
"Walk","Y","Daniel Descalso","2012-06-25"
"Strikeout","Y","Jake Westbrook","2012-06-25"
"Groundout","N","Logan Morrison","2012-06-25"
"Lineout","N","Greg Dobbs","2012-06-25"
"Lineout","N","","2012-06-25"
"Single","N","Omar Infante","2012-06-25"
"Flyout","N","Scott Cousins","2012-06-25"
"Groundout","Y","Rafael Furcal","2012-06-25"
"Strikeout","Y","Jonathan Jay","2012-06-25"
"Strikeout","Y","Jon Jay","2012-06-25"
"Flyout","Y","Matt Holliday","2012-06-25"
"Walk","N","John Buck","2012-06-25"
"Sac Bunt","N","Ricky Nolasco","2012-06-25"
"Double","N","Jose Reyes","2012-06-25"
"Single","N","Hanley Ramirez","2012-06-25"
"Groundout","N","Michael Stanton","2012-06-25"
"Groundout","N","Mike Stanton","2012-06-25"
"Groundout","N","Giancarlo Stanton","2012-06-25"
"Flyout","Y","Carlos Beltran","2012-06-25"
"Lineout","Y","Allen Craig","2012-06-25"
"Flyout","Y","Yadier Molina","2012-06-25"
"Groundout","N","Logan Morrison","2012-06-25"
"Flyout","N","Greg Dobbs","2012-06-25"
"Flyout","N","","2012-06-25"
"Groundout","N","Omar Infante","2012-06-25"
"Single","Y","David Freese","2012-06-25"
"Flyout","Y","Daniel Descalso","2012-06-25"
"Sac Bunt","Y","Jake Westbrook","2012-06-25"
"Groundout","Y","Rafael Furcal","2012-06-25"
"Single","N","Scott Cousins","2012-06-25"
"Single","N","John Buck","2012-06-25"
"Sac Bunt","N","Ricky Nolasco","2012-06-25"
"Single","N","Jose Reyes","2012-06-25"
"Walk","N","Hanley Ramirez","2012-06-25"
"Flyout","N","Michael Stanton","2012-06-25"
"Flyout","N","Mike Stanton","2012-06-25"
"Flyout","N","Giancarlo Stanton","2012-06-25"
"Groundout","Y","Jonathan Jay","2012-06-25"
"Groundout","Y","Jon Jay","2012-06-25"
"Flyout","Y","Matt Holliday","2012-06-25"
"Walk","Y","Carlos Beltran","2012-06-25"
"Forceout","Y","Allen Craig","2012-06-25"
"Groundout","N","Logan Morrison","2012-06-25"
"Groundout","N","Greg Dobbs","2012-06-25"
"Groundout","N","","2012-06-25"
"Groundout","N","Omar Infante","2012-06-25"
"Flyout","Y","Yadier Molina","2012-06-25"
"Single","Y","David Freese","2012-06-25"
"Flyout","Y","Daniel Descalso","2012-06-25"
"Walk","Y","Skip Schumaker","2012-06-25"
"Field Error","Y","Rafael Furcal","2012-06-25"
"Walk","Y","Shane Robinson","2012-06-25"
"Single","Y","Matt Holliday","2012-06-25"
"Single","Y","Matt Holliday","2012-06-25"
"Double","N","Scott Cousins","2012-06-25"
"Walk","N","John Buck","2012-06-25"
"Sac Bunt","N","Donovan Solano","2012-06-25"
"Intent Walk","N","Jose Reyes","2012-06-25"
"Walk","N","Hanley Ramirez","2012-06-25"
"Walk","N","Michael Stanton","2012-06-25"
"Walk","N","Mike Stanton","2012-06-25"
"Walk","N","Giancarlo Stanton","2012-06-25"
"Forceout","N","Logan Morrison","2012-06-25"
"Single","N","Greg Dobbs","2012-06-25"
"Single","N","","2012-06-25"
"Forceout","N","Omar Infante","2012-06-25"
"Walk","Y","Carlos Beltran","2012-06-25"
"Strikeout","Y","Allen Craig","2012-06-25"
"Single","Y","Yadier Molina","2012-06-25"
"Field Error","Y","David Freese","2012-06-25"
"Strikeout","Y","Daniel Descalso","2012-06-25"
"Strikeout","Y","Daniel Descalso","2012-06-25"
"Strikeout","Y","Matt Carpenter","2012-06-25"
"Strikeout","Y","Matt Carpenter","2012-06-25"
"Groundout","N","Scott Cousins","2012-06-25"
"Groundout","N","Scott Cousins","2012-06-25"
"Flyout","N","John Buck","2012-06-25"
"Flyout","N","John Buck","2012-06-25"
"Flyout","N","Justin Ruggiano","2012-06-25"
"Flyout","N","Justin Ruggiano","2012-06-25"
"Walk","Y","Rafael Furcal","2012-06-25"
"Strikeout","Y","Shane Robinson","2012-06-25"
"Double","Y","Matt Holliday","2012-06-25"
"Single","Y","Carlos Beltran","2012-06-25"
"Sac Fly","Y","Allen Craig","2012-06-25"
"Home Run","Y","Yadier Molina","2012-06-25"
"Groundout","Y","David Freese","2012-06-25"
"Strikeout","N","Jose Reyes","2012-06-25"
"Strikeout","N","Jose Reyes","2012-06-25"
"Single","N","Hanley Ramirez","2012-06-25"
"Walk","N","Michael Stanton","2012-06-25"
"Walk","N","Mike Stanton","2012-06-25"
"Walk","N","Giancarlo Stanton","2012-06-25"
"Grounded Into DP","N","Gaby Sanchez","2012-06-25"
"Pop Out","Y","Daniel Descalso","2012-06-25"
"Single","Y","Tyler Greene","2012-06-25"
"Double","Y","Rafael Furcal","2012-06-25"
"Groundout","Y","Shane Robinson","2012-06-25"
"Hit By Pitch","Y","Matt Holliday","2012-06-25"
"Intent Walk","Y","Carlos Beltran","2012-06-25"
"Single","Y","Joe Kelly","2012-06-25"
"Strikeout","Y","Yadier Molina","2012-06-25"
"Strikeout","N","Greg Dobbs","2012-06-25"
"Strikeout","N","","2012-06-25"
"Double","N","Omar Infante","2012-06-25"
"Strikeout","N","Scott Cousins","2012-06-25"
"Single","N","John Buck","2012-06-25"
"Walk","N","Justin Ruggiano","2012-06-25"
"Lineout","N","Jose Reyes","2012-06-25"
"Groundout","Y","Desmond Jennings","2012-06-25"
"Walk","Y","Carlos Pena","2012-06-25"
"Single","Y","B.J. Upton","2012-06-25"
"Grounded Into DP","Y","Hideki Matsui","2012-06-25"
"Double","N","Alex Gordon","2012-06-25"
"Groundout","N","Yuniesky Betancourt","2012-06-25"
"Double","N","Mike Moustakas","2012-06-25"
"Groundout","N","Billy Butler","2012-06-25"
"Groundout","N","Jeff Francoeur","2012-06-25"
"Pop Out","Y","Ben Zobrist","2012-06-25"
"Flyout","Y","Brooks Conrad","2012-06-25"
"Strikeout","Y","Sean Rodriguez","2012-06-25"
"Groundout","N","Eric Hosmer","2012-06-25"
"Groundout","N","Salvador Perez","2012-06-25"
"Groundout","N","Jarrod Dyson","2012-06-25"
"Groundout","Y","Jose Molina","2012-06-25"
"Single","Y","Elliot Johnson","2012-06-25"
"Flyout","Y","Desmond Jennings","2012-06-25"
"Flyout","Y","Carlos Pena","2012-06-25"
"Single","N","Alcides Escobar","2012-06-25"
"Single","N","Alex Gordon","2012-06-25"
"Single","N","Yuniesky Betancourt","2012-06-25"
"Pop Out","N","Mike Moustakas","2012-06-25"
"Single","N","Billy Butler","2012-06-25"
"Single","N","Jeff Francoeur","2012-06-25"
"Single","N","Eric Hosmer","2012-06-25"
"Single","N","Salvador Perez","2012-06-25"
"Strikeout","Y","B.J. Upton","2012-06-25"
"Groundout","Y","Hideki Matsui","2012-06-25"
"Single","Y","Ben Zobrist","2012-06-25"
"Single","Y","Brooks Conrad","2012-06-25"
"Flyout","Y","Sean Rodriguez","2012-06-25"
"Groundout","N","Jarrod Dyson","2012-06-25"
"Double","N","Alcides Escobar","2012-06-25"
"Single","N","Alex Gordon","2012-06-25"
"Sac Fly","N","Yuniesky Betancourt","2012-06-25"
"Flyout","N","Mike Moustakas","2012-06-25"
"Single","Y","Jose Molina","2012-06-25"
"Single","Y","Elliot Johnson","2012-06-25"
"Strikeout","Y","Desmond Jennings","2012-06-25"
"Strikeout","Y","Carlos Pena","2012-06-25"
"Strikeout","Y","B.J. Upton","2012-06-25"
"Groundout","N","Billy Butler","2012-06-25"
"Groundout","N","Jeff Francoeur","2012-06-25"
"Field Error","N","Eric Hosmer","2012-06-25"
"Strikeout","N","Salvador Perez","2012-06-25"
"Pop Out","Y","Hideki Matsui","2012-06-25"
"Strikeout","Y","Ben Zobrist","2012-06-25"
"Strikeout","Y","Brooks Conrad","2012-06-25"
"Groundout","N","Jarrod Dyson","2012-06-25"
"Single","N","Alcides Escobar","2012-06-25"
"Grounded Into DP","N","Alex Gordon","2012-06-25"
"Single","Y","Sean Rodriguez","2012-06-25"
"Grounded Into DP","Y","Jose Molina","2012-06-25"
"Groundout","Y","Elliot Johnson","2012-06-25"
"Flyout","N","Yuniesky Betancourt","2012-06-25"
"Groundout","N","Mike Moustakas","2012-06-25"
"Groundout","N","Billy Butler","2012-06-25"
"Pop Out","Y","Desmond Jennings","2012-06-25"
"Groundout","Y","Carlos Pena","2012-06-25"
"Groundout","Y","B.J. Upton","2012-06-25"
"Groundout","N","Jeff Francoeur","2012-06-25"
"Home Run","N","Eric Hosmer","2012-06-25"
"Groundout","N","Salvador Perez","2012-06-25"
"Flyout","N","Jarrod Dyson","2012-06-25"
"Flyout","Y","Hideki Matsui","2012-06-25"
"Groundout","Y","William Rhymes","2012-06-25"
"Groundout","Y","Will Rhymes","2012-06-25"
"Strikeout","Y","Brooks Conrad","2012-06-25"
"Single","Y","Brett Lawrie","2012-06-25"
"Home Run","Y","Colby Rasmus","2012-06-25"
"Field Error","Y","Jose Bautista","2012-06-25"
"Double","Y","Edwin Encarnacion","2012-06-25"
"Flyout","Y","Kelly Johnson","2012-06-25"
"Single","Y","Yunel Escobar","2012-06-25"
"Forceout","Y","Rajai Davis","2012-06-25"
"Runner Out","Y","Ben Francisco","2012-06-25"
"Groundout","N","Daniel Nava","2012-06-25"
"Triple","N","Dustin Pedroia","2012-06-25"
"Home Run","N","David Ortiz","2012-06-25"
"Strikeout","N","Jarrod Saltalamacchi","2012-06-25"
"Groundout","N","Adrian Gonzalez","2012-06-25"
"Double","Y","Ben Francisco","2012-06-25"
"Groundout","Y","J.P. Arencibia","2012-06-25"
"Single","Y","Brett Lawrie","2012-06-25"
"Single","Y","Colby Rasmus","2012-06-25"
"Grounded Into DP","Y","Jose Bautista","2012-06-25"
"Groundout","N","Will Middlebrooks","2012-06-25"
"Flyout","N","Cody Ross","2012-06-25"
"Groundout","N","Ryan Kalish","2012-06-25"
"Single","Y","Edwin Encarnacion","2012-06-25"
"Groundout","Y","Kelly Johnson","2012-06-25"
"Single","Y","Yunel Escobar","2012-06-25"
"Lineout","Y","Rajai Davis","2012-06-25"
"Groundout","N","Nick Punto","2012-06-25"
"Strikeout","N","Daniel Nava","2012-06-25"
"Single","N","Dustin Pedroia","2012-06-25"
"Walk","N","David Ortiz","2012-06-25"
"Field Error","N","Jarrod Saltalamacchi","2012-06-25"
"Single","N","Adrian Gonzalez","2012-06-25"
"Flyout","N","Will Middlebrooks","2012-06-25"
"Groundout","Y","Ben Francisco","2012-06-25"
"Groundout","Y","J.P. Arencibia","2012-06-25"
"Groundout","Y","Brett Lawrie","2012-06-25"
"Double","N","Cody Ross","2012-06-25"
"Single","N","Ryan Kalish","2012-06-25"
"Grounded Into DP","N","Nick Punto","2012-06-25"
"Lineout","N","Daniel Nava","2012-06-25"
"Groundout","Y","Colby Rasmus","2012-06-25"
"Strikeout","Y","Jose Bautista","2012-06-25"
"Walk","Y","Edwin Encarnacion","2012-06-25"
"Lineout","Y","Kelly Johnson","2012-06-25"
"Flyout","N","Dustin Pedroia","2012-06-25"
"Groundout","N","David Ortiz","2012-06-25"
"Groundout","N","Jarrod Saltalamacchi","2012-06-25"
"Groundout","Y","Yunel Escobar","2012-06-25"
"Strikeout","Y","Rajai Davis","2012-06-25"
"Double","Y","Ben Francisco","2012-06-25"
"Home Run","Y","J.P. Arencibia","2012-06-25"
"Flyout","Y","Brett Lawrie","2012-06-25"
"Pop Out","N","Adrian Gonzalez","2012-06-25"
"Groundout","N","Will Middlebrooks","2012-06-25"
"Flyout","N","Cody Ross","2012-06-25"
"Single","Y","Colby Rasmus","2012-06-25"
"Single","Y","Colby Rasmus","2012-06-25"
"Home Run","Y","Jose Bautista","2012-06-25"
"Home Run","Y","Jose Bautista","2012-06-25"
"Groundout","Y","Edwin Encarnacion","2012-06-25"
"Groundout","Y","Edwin Encarnacion","2012-06-25"
"Walk","Y","Kelly Johnson","2012-06-25"
"Walk","Y","Kelly Johnson","2012-06-25"
"Forceout","Y","Yunel Escobar","2012-06-25"
"Forceout","Y","Yunel Escobar","2012-06-25"
"Groundout","Y","Rajai Davis","2012-06-25"
"Groundout","Y","Rajai Davis","2012-06-25"
"Single","N","Ryan Kalish","2012-06-25"
"Flyout","N","Nick Punto","2012-06-25"
"Groundout","N","Daniel Nava","2012-06-25"
"Lineout","N","Dustin Pedroia","2012-06-25"
"Flyout","Y","Adam Lind","2012-06-25"
"Flyout","Y","Adam Lind","2012-06-25"
"Strikeout","Y","J.P. Arencibia","2012-06-25"
"Strikeout","Y","J.P. Arencibia","2012-06-25"
"Groundout","Y","Brett Lawrie","2012-06-25"
"Groundout","Y","Brett Lawrie","2012-06-25"
"Home Run","N","David Ortiz","2012-06-25"
"Strikeout","N","Jarrod Saltalamacchi","2012-06-25"
"Lineout","N","Adrian Gonzalez","2012-06-25"
"Double","N","Will Middlebrooks","2012-06-25"
"Strikeout","N","Cody Ross","2012-06-25"
"Groundout","Y","Colby Rasmus","2012-06-25"
"Groundout","Y","Colby Rasmus","2012-06-25"
"Groundout","Y","Jose Bautista","2012-06-25"
"Groundout","Y","Jose Bautista","2012-06-25"
"Groundout","Y","Edwin Encarnacion","2012-06-25"
"Groundout","Y","Edwin Encarnacion","2012-06-25"
"Strikeout","N","Ryan Kalish","2012-06-25"
"Strikeout","N","Nick Punto","2012-06-25"
"Strikeout","N","Daniel Nava","2012-06-25"
"Hit By Pitch","Y","Danny Espinosa","2012-06-25"
"Forceout","Y","Bryce Harper","2012-06-25"
"Grounded Into DP","Y","Ryan Zimmerman","2012-06-25"
"Flyout","N","Dexter Fowler","2012-06-25"
"Groundout","N","Marco Scutaro","2012-06-25"
"Strikeout","N","Carlos Gonzalez","2012-06-25"
"Single","Y","Mike Morse","2012-06-25"
"Single","Y","Michael Morse","2012-06-25"
"Strikeout","Y","Adam LaRoche","2012-06-25"
"Strikeout","Y","Ian Desmond","2012-06-25"
"Pop Out","Y","Tyler Moore","2012-06-25"
"Strikeout","N","Michael Cuddyer","2012-06-25"
"Groundout","N","Todd Helton","2012-06-25"
"Strikeout","N","Jordan Pacheco","2012-06-25"
"Single","Y","Jesus Flores","2012-06-25"
"Sac Bunt","Y","Stephen Strasburg","2012-06-25"
"Hit By Pitch","Y","Danny Espinosa","2012-06-25"
"Strikeout","Y","Bryce Harper","2012-06-25"
"Double","Y","Ryan Zimmerman","2012-06-25"
"Groundout","Y","Mike Morse","2012-06-25"
"Groundout","Y","Michael Morse","2012-06-25"
"Double","N","Wilin Rosario","2012-06-25"
"Pop Out","N","Jonathan Herrera","2012-06-25"
"Groundout","N","Jeff Francis","2012-06-25"
"Single","N","Dexter Fowler","2012-06-25"
"Flyout","N","Marco Scutaro","2012-06-25"
"Groundout","Y","Adam LaRoche","2012-06-25"
"Pop Out","Y","Ian Desmond","2012-06-25"
"Strikeout","Y","Tyler Moore","2012-06-25"
"Strikeout","N","Carlos Gonzalez","2012-06-25"
"Flyout","N","Michael Cuddyer","2012-06-25"
"Single","N","Todd Helton","2012-06-25"
"Flyout","N","Jordan Pacheco","2012-06-25"
"Double","Y","Jesus Flores","2012-06-25"
"Double","Y","Stephen Strasburg","2012-06-25"
"Flyout","Y","Danny Espinosa","2012-06-25"
"Strikeout","Y","Bryce Harper","2012-06-25"
"Groundout","Y","Ryan Zimmerman","2012-06-25"
"Strikeout","N","Wilin Rosario","2012-06-25"
"Strikeout","N","Jonathan Herrera","2012-06-25"
"Strikeout","N","Jeff Francis","2012-06-25"
"Groundout","Y","Mike Morse","2012-06-25"
"Groundout","Y","Michael Morse","2012-06-25"
"Groundout","Y","Adam LaRoche","2012-06-25"
"Triple","Y","Ian Desmond","2012-06-25"
"Walk","Y","Tyler Moore","2012-06-25"
"Flyout","Y","Jesus Flores","2012-06-25"
"Triple","N","Dexter Fowler","2012-06-25"
"Hit By Pitch","N","Marco Scutaro","2012-06-25"
"Single","N","Carlos Gonzalez","2012-06-25"
"Single","N","Michael Cuddyer","2012-06-25"
"Sac Fly","N","Todd Helton","2012-06-25"
"Intent Walk","N","Jordan Pacheco","2012-06-25"
"Strikeout","N","Wilin Rosario","2012-06-25"
"Forceout","N","Jonathan Herrera","2012-06-25"
"Strikeout","Y","Stephen Lombardozzi","2012-06-25"
"Strikeout","Y","Steve Lombardozzi","2012-06-25"
"Bunt Pop Out","Y","Danny Espinosa","2012-06-25"
"Strikeout","Y","Bryce Harper","2012-06-25"
"Walk","N","Eric YoungJr.","2012-06-25"
"Walk","N","Eric Young","2012-06-25"
"Strikeout","N","Dexter Fowler","2012-06-25"
"Single","N","Christopher Nelson","2012-06-25"
"Single","N","Chris Nelson","2012-06-25"
"Strikeout","N","Carlos Gonzalez","2012-06-25"
"Flyout","N","Michael Cuddyer","2012-06-25"
"Flyout","Y","Ryan Zimmerman","2012-06-25"
"Strikeout","Y","Mike Morse","2012-06-25"
"Strikeout","Y","Michael Morse","2012-06-25"
"Strikeout","Y","Adam LaRoche","2012-06-25"
"Groundout","N","Todd Helton","2012-06-25"
"Flyout","N","Jordan Pacheco","2012-06-25"
"Flyout","N","Wilin Rosario","2012-06-25"
"Strikeout","Y","Ian Desmond","2012-06-25"
"Single","Y","Tyler Moore","2012-06-25"
"Single","Y","Jesus Flores","2012-06-25"
"Lineout","Y","Roger Bernadina","2012-06-25"
"Groundout","Y","Danny Espinosa","2012-06-25"
"Pop Out","Y","Mike Trout","2012-06-26"
"Groundout","Y","Torii Hunter","2012-06-26"
"Double","Y","Albert Pujols","2012-06-26"
"Flyout","Y","Mark Trumbo","2012-06-26"
"Groundout","N","Brian Roberts","2012-06-26"
"Strikeout","N","J.J. Hardy","2012-06-26"
"Groundout","N","Adam Jones","2012-06-26"
"Single","Y","Howie Kendrick","2012-06-26"
"Single","Y","Howard Kendrick","2012-06-26"
"Flyout","Y","Erick Aybar","2012-06-26"
"Single","Y","Maicer Izturis","2012-06-26"
"Groundout","Y","Peter Bourjos","2012-06-26"
"Flyout","Y","John Hester","2012-06-26"
"Groundout","N","Matt Wieters","2012-06-26"
"Flyout","N","Mark Reynolds","2012-06-26"
"Groundout","N","Wilson Betemit","2012-06-26"
"Double","Y","Mike Trout","2012-06-26"
"Single","Y","Torii Hunter","2012-06-26"
"Fielders Choice Out","Y","Albert Pujols","2012-06-26"
"Single","Y","Mark Trumbo","2012-06-26"
"Grounded Into DP","Y","Howie Kendrick","2012-06-26"
"Grounded Into DP","Y","Howard Kendrick","2012-06-26"
"Pop Out","N","Steve Pearce","2012-06-26"
"Walk","N","Steven Tolleson","2012-06-26"
"Walk","N","Steve Tolleson","2012-06-26"
"Lineout","N","Robert Andino","2012-06-26"
"Forceout","N","Brian Roberts","2012-06-26"
"Single","Y","Erick Aybar","2012-06-26"
"Pop Out","Y","Maicer Izturis","2012-06-26"
"Flyout","Y","Peter Bourjos","2012-06-26"
"Single","Y","John Hester","2012-06-26"
"Flyout","N","J.J. Hardy","2012-06-26"
"Single","N","Adam Jones","2012-06-26"
"Single","N","Matt Wieters","2012-06-26"
"Pop Out","N","Mark Reynolds","2012-06-26"
"Groundout","N","Wilson Betemit","2012-06-26"
"Groundout","Y","Mike Trout","2012-06-26"
"Single","Y","Torii Hunter","2012-06-26"
"Home Run","Y","Albert Pujols","2012-06-26"
"Strikeout","Y","Mark Trumbo","2012-06-26"
"Single","Y","Howie Kendrick","2012-06-26"
"Single","Y","Howard Kendrick","2012-06-26"
"Groundout","Y","Erick Aybar","2012-06-26"
"Home Run","N","Steve Pearce","2012-06-26"
"Single","N","Steven Tolleson","2012-06-26"
"Single","N","Steve Tolleson","2012-06-26"
"Walk","N","Robert Andino","2012-06-26"
"Sac Bunt","N","Brian Roberts","2012-06-26"
"Lineout","N","J.J. Hardy","2012-06-26"
